input_file,correctness,completeness,accuracy
maldi-0066713ca95c03c52cb40f90ce8bbdb8.json,0.6470588235294118,0.7727272727272727,0.6071428571428571
maldi-05e7b4e244631a85240ee968a584a7b4.json,0.6470588235294118,0.7727272727272727,0.6071428571428571
maldi-06c76c6687630a2b8d5f04c5bf8123d0.json,0.6470588235294118,0.7727272727272727,0.6071428571428571
maldi-0c061cba926d2fe054cfde8de998da11.json,0.6470588235294118,0.7727272727272727,0.6071428571428571
maldi-12ef2bc519d442d4685ee956ccd18ccc.json,0.6470588235294118,0.7727272727272727,0.6071428571428571
maldi-146063814f6bd2b6546e950d0ca5f8c3.json,0.6666666666666666,0.6666666666666666,0.6428571428571429
maldi-18088e0f3778230bd23812725ada7091.json,0.6470588235294118,0.7727272727272727,0.6071428571428571
maldi-18e070c6e64dd701705e09b54b4eed4d.json,0.6470588235294118,0.7727272727272727,0.6071428571428571
maldi-19a5e4fa0279ddf240558546b81fca8f.json,0.6666666666666666,0.8181818181818182,0.6428571428571429
maldi-1d1a8376b558398588f92688314f23c5.json,0.7857142857142857,0.7777777777777778,0.75
maldi-1e8a703fcc5647eb26f5dc5a22780d6a.json,0.6470588235294118,0.7727272727272727,0.5714285714285714
maldi-1e995c94f5e0affd76af014834a3c3a0.json,0.6363636363636364,0.6111111111111112,0.6071428571428571
maldi-212f9434a0c25833a2d4f7348645a184.json,0.6470588235294118,0.7727272727272727,0.6071428571428571
maldi-271efc13304fbec50b1fe3c111ceea3e.json,0.6111111111111112,0.8181818181818182,0.5714285714285714
maldi-2a16bf7bdcea594a8f7263dfc798a5aa.json,0.6470588235294118,0.7727272727272727,0.6071428571428571
maldi-2ece1b8974483e14046fad953b35fedd.json,0.7857142857142857,0.7777777777777778,0.75
maldi-2fdbf2be6b297eb1951b11db5b79cadb.json,0.6470588235294118,0.7727272727272727,0.5714285714285714
maldi-3276a898aa3ee5afbaf3368e1c9eb996.json,0.6470588235294118,0.7727272727272727,0.6071428571428571
maldi-32b778c55269d2f7d4c650316cee7815.json,0.6428571428571429,0.7777777777777778,0.6785714285714286
