input_file,correctness,completeness,accuracy
atacseq-04cf0a98fb912be0a3bbd0320459d9be.json,0.875,0.90625,0.8723404255319149
atacseq-0a792f013300ed685fac0ac54eb32589.json,0.6896551724137931,0.7931034482758621,0.7872340425531915
atacseq-10eca4e52be66cb6c2ab00ee9b21980d.json,0.8275862068965517,0.9310344827586207,0.8723404255319149
atacseq-124aa3e9f2e8ddeff76cfc6832625536.json,0.6896551724137931,0.7931034482758621,0.7872340425531915
atacseq-128c32899add42e327b367009ccf1629.json,0.7241379310344828,0.8275862068965517,0.7659574468085106
atacseq-13a0d8c645053c8721b7f4c21b224b8c.json,0.7931034482758621,0.9310344827586207,0.851063829787234
atacseq-14e791d78e93de385869c09b101e9ce3.json,0.6428571428571429,0.7142857142857143,0.7659574468085106
atacseq-15b1eebc7acb6ec29c6375fd5ac9eadf.json,0.7931034482758621,0.9310344827586207,0.851063829787234
atacseq-169497128a20973867d70dd7a3a82d1a.json,0.8125,0.84375,0.8297872340425532
atacseq-18c6afa0e332ef2d8ec63c6afd45b728.json,0.6551724137931034,0.7586206896551724,0.7659574468085106
atacseq-18f644163d1114f46dc67cc75f0a8edd.json,0.7241379310344828,0.8275862068965517,0.8085106382978723
atacseq-24b132fe698bd59dbd245a078de98423.json,0.7241379310344828,0.7931034482758621,0.8085106382978723
atacseq-2882f80c0984a4cfccd2334e3af6086f.json,0.7352941176470589,0.8235294117647058,0.7872340425531915
atacseq-288304ba571a07cf61214858cfafcd18.json,0.6896551724137931,0.9310344827586207,0.7872340425531915
atacseq-290bfb4dedad3e8e9e34ffebdff630fa.json,0.84375,0.875,0.851063829787234
atacseq-2a305a30f98deb4a3a6717f24edcbef9.json,0.6785714285714286,0.8214285714285714,0.8085106382978723
atacseq-2b8c1e573e0f1e8228f1ed8194563183.json,0.7931034482758621,0.9310344827586207,0.8723404255319149
atacseq-2cc0114b570b7a4b4d73e0a0fbb5a9c4.json,0.6896551724137931,0.8275862068965517,0.7872340425531915
atacseq-2d4d2f368c6f74cc3aa17177924003b8.json,0.6551724137931034,0.8620689655172413,0.7659574468085106
atacseq-2ff643346f3f90ac96ae44f5fe3b0f22.json,0.7586206896551724,0.896551724137931,0.8297872340425532
atacseq-322b6e23ffaf69aff3c840c1a180bfa1.json,0.6896551724137931,0.7931034482758621,0.7872340425531915
atacseq-34b8e68dbea1c089cefbe1b11b83e249.json,0.7931034482758621,0.9310344827586207,0.8723404255319149
atacseq-34fe9c0dab28e08594ae8608f09ac9dc.json,0.875,0.90625,0.8723404255319149
atacseq-358bd1827276b638cdf5499b725c46d9.json,0.6470588235294118,0.7058823529411765,0.7021276595744681
atacseq-3778097725a62f96f1803eecfde3159b.json,0.6896551724137931,0.8275862068965517,0.7872340425531915
atacseq-3802f8843c090764d056b2e326a494ca.json,0.6785714285714286,0.7857142857142857,0.7872340425531915
atacseq-38e711b3bf01907778977faa3dd288ff.json,0.7241379310344828,0.8275862068965517,0.8085106382978723
atacseq-3b3c773e7b5761c51fc57f75516a62e5.json,0.7931034482758621,0.9310344827586207,0.8297872340425532
atacseq-3c3daa288cf42d1b9c93b908c4d4ee14.json,0.7586206896551724,0.896551724137931,0.8297872340425532
atacseq-409fabf60db9765df35df0ab98f875ba.json,0.7352941176470589,0.8235294117647058,0.7659574468085106
atacseq-40d4bd83ffc4c9c9f27bfe31db5a46af.json,0.6896551724137931,0.8275862068965517,0.7872340425531915
atacseq-40fe3e117c5771face84748272b5eb38.json,0.875,0.90625,0.8723404255319149
atacseq-42d8608768ae9c78a899eb7802c94f15.json,0.6896551724137931,0.8275862068965517,0.8085106382978723
atacseq-4bc9b335040544bc76d87acb189e594a.json,0.6896551724137931,0.8275862068965517,0.7659574468085106
atacseq-4dccc53d79f9516f7067b2fcd09b37fa.json,0.7241379310344828,0.8620689655172413,0.8085106382978723
atacseq-4e1da648c2a1451edba33d991dc163ab.json,0.8666666666666667,0.9666666666666667,0.8723404255319149
atacseq-50c0c77c036397f98ad4c058fc9cd35a.json,0.8214285714285714,0.8928571428571429,0.8723404255319149
atacseq-56cd9eb9f27564c34bfe4eb843d9b969.json,0.7666666666666667,0.8666666666666667,0.8085106382978723
atacseq-59981ae24643781ae8a9e6fb6f1f80b2.json,0.7931034482758621,0.896551724137931,0.851063829787234
atacseq-5b231e4b873358463d5ec4d450c45af4.json,0.5882352941176471,0.6764705882352942,0.7021276595744681
atacseq-5d2edd6b898ee106374f846b4f85034d.json,0.8125,0.84375,0.8085106382978723
atacseq-616a1aa904dfb1299f86910db2a20fbe.json,0.6551724137931034,0.8620689655172413,0.7659574468085106
atacseq-622354099396212a6369f70bd2ad2d9b.json,0.6896551724137931,0.7931034482758621,0.8085106382978723
atacseq-6873e5b594b051716eccd1bfb8fb8e54.json,0.6896551724137931,0.7931034482758621,0.7872340425531915
atacseq-68e3ae097dd90c76a4486c75c954c679.json,0.875,0.90625,0.8723404255319149
atacseq-6936bb8d0a1a1f07c4def2dbd1f1279f.json,0.6896551724137931,0.7931034482758621,0.7872340425531915
atacseq-6aa7ff3bf38a6b1a242b6d7d3198f44a.json,0.75,0.8928571428571429,0.8297872340425532
atacseq-6c0de1bf6a1da991267a445dbcd99b36.json,0.7586206896551724,0.896551724137931,0.8085106382978723
atacseq-6df71811c0121e79208d1ffce4599781.json,0.6551724137931034,0.7241379310344828,0.7659574468085106
atacseq-6e501b057f0d19451012c03aa5442af2.json,0.6785714285714286,0.8214285714285714,0.7872340425531915
atacseq-725f400ab765dce867505cfa435c95a2.json,0.6896551724137931,0.7931034482758621,0.7872340425531915
atacseq-7c507d1e158fec58428d4e30bd2f923b.json,0.6896551724137931,0.8275862068965517,0.7872340425531915
atacseq-7d30f7fb494aa61c76c36b67ab8d823c.json,0.84375,0.875,0.851063829787234
atacseq-80203ee2209bc3a3897487d0bb33bed2.json,0.7647058823529411,0.8235294117647058,0.8297872340425532
atacseq-8098d2534f91b41b2f242609441eb30f.json,0.7586206896551724,0.896551724137931,0.8085106382978723
atacseq-8114e44eb6db2811bd22b87393831c5f.json,0.7241379310344828,0.7931034482758621,0.8085106382978723
atacseq-823ab6e4b4962a55f2b1d9a70039fe5f.json,0.6896551724137931,0.8275862068965517,0.7872340425531915
atacseq-84fee104ebfd4acb764b800395393512.json,0.6551724137931034,0.8275862068965517,0.7659574468085106
atacseq-88ea29ae7aeb5805daf855b3deb73361.json,0.8275862068965517,0.896551724137931,0.8723404255319149
atacseq-8db8bb7b9e6c0691ebe04bac4f24227e.json,0.6896551724137931,0.8275862068965517,0.7872340425531915
atacseq-95e7a43a64153cc1a444b24e9fbc9289.json,0.7931034482758621,0.896551724137931,0.851063829787234
atacseq-98746b714833fb7f7b9484b2d71b96d7.json,0.6551724137931034,0.7586206896551724,0.7659574468085106
atacseq-9950649df4b29c0c23fda9d69669285a.json,0.6896551724137931,0.7931034482758621,0.7872340425531915
atacseq-9e50cd9fb539c90676e7df636093cdab.json,0.7241379310344828,0.8620689655172413,0.8085106382978723
atacseq-9f0850e740e3249e1db69513f60c851e.json,0.7931034482758621,0.896551724137931,0.8723404255319149
atacseq-9ffb2188aeaa521f482237ca735e4fbf.json,0.6896551724137931,0.7931034482758621,0.7872340425531915
atacseq-a0dd454ae739f3352c4eadbea9c01e7b.json,0.8275862068965517,0.9310344827586207,0.8723404255319149
atacseq-a0df02bda8befa491f86b0d41f2810ed.json,0.5862068965517241,0.7931034482758621,0.723404255319149
atacseq-a30ca61a0fcf7b01ec4f50dca01cf026.json,0.7586206896551724,0.896551724137931,0.8085106382978723
atacseq-a5e8f05a2dec8abf88ffe588adf8565e.json,0.6206896551724138,0.7241379310344828,0.7659574468085106
atacseq-a7e1004c61355077b466dd7208c3ff97.json,0.84375,0.90625,0.851063829787234
atacseq-a8b6682a4dd34129d4310138aa182878.json,0.6896551724137931,0.8275862068965517,0.8085106382978723
atacseq-a94d42fe5b20ecd06c674b3537ae1df0.json,0.7586206896551724,0.896551724137931,0.8085106382978723
atacseq-b15c9ccb9a687a3f687a6b242a449ee2.json,0.875,0.90625,0.8936170212765957
atacseq-b21ce6352f9e649ad635d7ae38fc4418.json,0.6206896551724138,0.7241379310344828,0.7446808510638298
atacseq-b38114e50d2dee3000d48ef8c63ba829.json,0.8275862068965517,0.896551724137931,0.8723404255319149
atacseq-b525fda5057ae6875e4af5544a91f3b3.json,0.6896551724137931,0.7931034482758621,0.7872340425531915
atacseq-ba6ee341bb075613b7e116cd7a7f3ab0.json,0.7241379310344828,0.8275862068965517,0.8085106382978723
atacseq-bc121d9e466e250e7372b29c5ee8feed.json,0.6470588235294118,0.7647058823529411,0.723404255319149
atacseq-bd435ed6aa55e9f57d783ce630d746bf.json,0.6551724137931034,0.8620689655172413,0.7659574468085106
atacseq-bd6045a564c57b44e878213df55eae7f.json,0.6551724137931034,0.7241379310344828,0.7446808510638298
atacseq-be72abecd15bc57dc23e976c55da305c.json,0.6206896551724138,0.7241379310344828,0.7446808510638298
atacseq-c402f79d8701a037c77e434a4ba9ee65.json,0.6896551724137931,0.8275862068965517,0.7659574468085106
atacseq-cae186a13f87cb0b894815d1f6f8fdab.json,0.7931034482758621,0.8620689655172413,0.8723404255319149
atacseq-cd9e3d13b37d7955b74ed81cb6fdee4f.json,0.65625,0.71875,0.723404255319149
atacseq-cef3eb95b061704beb8bc6ec3fec02d3.json,0.7586206896551724,0.896551724137931,0.8297872340425532
